ShapeID,PathID,X,Y
4,0,4.0453961483798535,0.007184957330781098
4,0,3.993926958896378,0.005867159673202437
4,0,4.04748482077718,-0.012404775146895074
4,0,4.051128210091168,0.012991741277275422
4,0,3.8842288565617333,1.011590305265096
4,0,3.9102839710744233,1.0022856520533556
4,0,3.9029256603663507,0.917301008483933
4,0,3.900442781366908,0.9892891451951925
4,0,3.5137344476123564,1.9144802237784886
4,0,3.5319183412524806,1.91142512025294
4,0,3.5317176968658504,1.946772800588458
4,0,3.5183031472645374,1.8915606231274962
4,0,2.991734754474307,2.785789937150537
4,0,2.902484524598306,2.751976573990804
4,0,3.0137653150683668,2.7259852223572962
4,0,2.960250820314585,2.7968591850805686
4,0,2.1687137322177437,3.4051809217220805
4,0,2.1975854692947436,3.461228510445048
4,0,2.124340038418755,3.4190617760491726
4,0,2.172709521312849,3.413212003292075
4,0,1.2631839254545327,3.839398740380325
4,0,1.2548681524111074,3.77313925164003
4,0,1.2674460134459493,3.8650553983939684
4,0,1.2105631416388667,3.8570857781787042
4,0,0.19597568306983532,4.0309258791816855
4,0,0.25784355951316495,4.010470397944457
4,0,0.1901604665510827,4.006725737389773
4,0,0.252076710598443,4.049298480721402
4,0,-0.7288476579191614,3.983324681896091
4,0,-0.7574082332438249,3.99002537193437
4,0,-0.7924749047461078,3.9367514895186284
4,0,-0.7640270864145419,3.9285419376666995
4,0,-1.7192223284963295,3.654416664872315
4,0,-1.7250003995396854,3.656824018414762
4,0,-1.6711924528398212,3.6667144758658963
4,0,-1.6901767138885526,3.6591008882252276
4,0,-2.6051933306269204,3.108039390137133
4,0,-2.5113617821132554,3.1015408635230384
4,0,-2.537259539385174,3.0894711205323384
4,0,-2.634771567771692,3.1109699069427554
4,0,-3.2430951173402116,2.335958873715905
4,0,-3.2948056605864466,2.383601470941359
4,0,-3.267226326405023,2.3904416214118767
4,0,-3.2704089770186866,2.400071735451074
4,0,-3.7352052822272226,1.4845687410453412
4,0,-3.7289687907545135,1.507322742599775
4,0,-3.761641129674707,1.4638444025259647
4,0,-3.7479331893143613,1.527954833823568
4,0,-4.033424035342066,0.5023729833213563
4,0,-3.9464676687958806,0.48304464298609384
4,0,-4.005116031078499,0.5219521292474854
4,0,-4.046605367033847,0.5028005707169839
4,0,-3.999628215031787,-0.46132431415668934
4,0,-3.9655074264747903,-0.5173726554412748
4,0,-4.0450180893040235,-0.5211052621799714
4,0,-4.009535077048779,-0.4543793038645276
4,0,-3.760077212047535,-1.488909420887197
4,0,-3.7610891338510775,-1.4283547803678156
4,0,-3.7188169374889872,-1.4878147881177188
4,0,-3.695413254036726,-1.4668623983074671
4,0,-3.237147157750724,-2.4011708212477707
4,0,-3.275239238014888,-2.390588396454934
4,0,-3.2084936816089975,-2.367645973623108
4,0,-3.246087758294624,-2.335083046664518
4,0,-2.5653959141246703,-3.1064144287721795
4,0,-2.571955534953458,-3.134029670657743
4,0,-2.5753453323252793,-3.0520898830494434
4,0,-2.5280377719161633,-3.0875906217462123
4,0,-1.6677363862795478,-3.67771649490218
4,0,-1.719750925798422,-3.6629922886974806
4,0,-1.7310335107074561,-3.6468516293286437
4,0,-1.710815822057674,-3.6740490837729713
4,0,-0.7287746441738451,-3.94462749630755
4,0,-0.7266181214933849,-3.9772921675515382
4,0,-0.7599658248464024,-3.9017127721965776
4,0,-0.7810074860622501,-3.9897698294855424
4,0,0.2294692049418219,-4.054540526720288
4,0,0.2118220750570658,-4.077550250282327
4,0,0.2607852334220031,-3.9929697588414386
4,0,0.25748081693176506,-4.062428520927252
4,0,1.2465970986777524,-3.8042507601775517
4,0,1.2406793793407638,-3.8337598557574966
4,0,1.2178019031661356,-3.848969879572239
4,0,1.1836253514747026,-3.880249217574551
4,0,2.175290423110883,-3.409360289628756
4,0,2.176326909954656,-3.349863378104779
4,0,2.1540816339208804,-3.364602620142532
4,0,2.2209876999603577,-3.354033836517351
4,0,2.9070497454174618,-2.729658836860249
4,0,2.8912703919057687,-2.7458044806267194
4,0,2.9455079910696114,-2.789303506125137
4,0,2.9102941166341623,-2.7127685927898546
4,0,3.564490190520291,-1.932792229702327
4,0,3.5469381609145905,-1.9312963417597961
4,0,3.4737972147351845,-1.9269380519389132
4,0,3.5002821131843214,-1.9812008889450647
4,0,3.944876426542021,-1.0281802886237446
4,0,3.859966621976991,-0.9775575773272969
4,0,3.91441581271361,-1.016778285605976
4,0,3.9021120309138335,-0.9879024231930135
4,0,4.0453961483798535,0.007184957330781098
