ShapeID,PathID,X,Y
2,0,-1.1608324259445473,0.7998749068069956
2,0,-1.1575894574268528,0.7744817061179333
2,0,-1.0570524555538967,0.7714731189336526
2,0,-0.9500736692949511,0.7200266723854206
2,0,-0.8422813014695029,0.732136691814033
2,0,-0.7194735180890923,0.7032183798412787
2,0,-0.590417356428003,0.8114056092821602
2,0,-0.4578647163739204,0.7259486413953361
2,0,-0.37485021422253906,0.6969668166286596
2,0,-0.3031639395098197,0.7671501449409834
2,0,-0.25279883455745217,0.7654167509529721
2,0,-0.03366002973234797,0.7477927570008973
2,0,-0.01942236509963157,0.7837452399587734
2,0,0.14048086438906926,0.7422491136053707
2,0,0.21530623502474702,0.7283394195618527
2,0,0.3236931458316594,0.782636051283544
2,0,0.4188307880939308,0.7800556661834444
2,0,0.5392593703870667,0.7715029608154016
2,0,0.6304521762338445,0.7580241357040188
2,0,0.7513874995417212,0.7948697577390182
2,0,0.834438277254814,0.7987237536572567
2,0,0.8862605295190616,0.7128030303804813
2,0,1.0069740996875691,0.7581710823504044
2,0,1.1590890346869442,0.7445188522583964
2,0,1.2216517350458544,0.7751971105476037
2,0,1.4902419775977558,0.3959805294916269
2,0,1.5057719841283443,0.5418330950888586
2,0,1.5063730303309248,0.636578295502904
2,0,1.4415137557954676,0.7120146542171358
2,0,1.3249132424181476,0.7533794181568859
2,0,1.2468154985940203,0.7640737918349262
2,0,1.4998082482973167,-0.5224663241045252
2,0,1.530935578201355,-0.4119782131081503
2,0,1.5405249931879341,-0.41625895393155565
2,0,1.5459431242827757,-0.306880239554239
2,0,1.498056691098976,-0.29415239107462776
2,0,1.5312386312953334,-0.26829788194601334
2,0,1.543355727932092,-0.2655088854559039
2,0,1.5239775188801812,-0.201675113968454
2,0,1.526738596156248,-0.16392427892220662
2,0,1.5674861418766914,-0.09647401615286666
2,0,1.5292345072439275,-0.11864375383023182
2,0,1.5363074609214673,-0.031174187510119692
2,0,1.5758032553293004,0.048817302740163375
2,0,1.5538126488902941,0.061136524030966116
2,0,1.5286382396424298,0.1089588758891206
2,0,1.5410265564179997,0.0641864316840677
2,0,1.5502519635965066,0.18702173604592176
2,0,1.5487946867819278,0.16276251294420857
2,0,1.5093468579826734,0.21376175018703628
2,0,1.4971322139632846,0.2884460730183037
2,0,1.4621829053679392,0.3556506542234637
2,0,1.6100114402596342,0.3688254443402172
2,0,1.5279208189281446,0.37576600900882173
2,0,1.5161446063175767,0.4039867973679555
2,0,1.4830044236701172,0.4568704320408038
2,0,1.2350722836108121,-0.7427832156806229
2,0,1.3261404481512198,-0.7440756664331564
2,0,1.391104077182579,-0.6630178032720437
2,0,1.500364425700046,-0.6030380346227272
2,0,1.5287584941348245,-0.4999900419321075
2,0,1.540863448605822,-0.454716792754697
2,0,-1.1973425566498173,-0.7673371354568738
2,0,-1.1482006234805135,-0.772755869173979
2,0,-1.0750503076379543,-0.6972639900770743
2,0,-0.8938340402228135,-0.7925316494789768
2,0,-0.8139503595251931,-0.7990526846507994
2,0,-0.7375358745755715,-0.7330268250819156
2,0,-0.6459925371220085,-0.747028775549024
2,0,-0.5213908911787797,-0.7573944478176065
2,0,-0.45282796726467334,-0.8218431602711835
2,0,-0.3105861695744328,-0.7752790314162354
2,0,-0.1373673987580909,-0.7876718585905866
2,0,-0.07893681407920938,-0.7690551730414442
2,0,-0.002168892416609221,-0.7948566937769057
2,0,0.16857140044194124,-0.7728261191672895
2,0,0.19058779272525483,-0.773627338715122
2,0,0.2681732500299886,-0.7039777422494835
2,0,0.4460325505302607,-0.7362164638678973
2,0,0.5271913878698072,-0.8071781821031441
2,0,0.5946074038778998,-0.7693665557721467
2,0,0.7311778132363908,-0.7651858049475624
2,0,0.8207196482674958,-0.7675674756925635
2,0,0.9335538584390025,-0.7633451162347438
2,0,1.0358135876206502,-0.7599972853097652
2,0,1.119574962179466,-0.7191863833082187
2,0,1.2081916043022176,-0.7605445633664069
2,0,-1.5132782803701714,-0.4502755026476619
2,0,-1.5430300921416031,-0.5509216058579838
2,0,-1.526940583978754,-0.6460440791230765
2,0,-1.3759547186277734,-0.6918453819729345
2,0,-1.368230747566964,-0.7525036991966596
2,0,-1.2346235378567985,-0.8114708378331478
2,0,-1.5972034401967103,-0.43733277502246093
2,0,-1.5587702553566636,-0.3766024638454327
2,0,-1.52160237698094,-0.35578438687928643
2,0,-1.5414285405174954,-0.3480963257849905
2,0,-1.5428743667602438,-0.26106371127035655
2,0,-1.5977341489383268,-0.28955304331693743
2,0,-1.4922899307464699,-0.18377350784306715
2,0,-1.5358489827094568,-0.21421946605808548
2,0,-1.541376432088829,-0.14519856559683172
2,0,-1.5358272001331938,-0.10286249361106387
2,0,-1.5494560675956537,-0.08577930613691384
2,0,-1.526510388236759,-0.01922179638336408
2,0,-1.5305459266171848,-0.01849507630235538
2,0,-1.5782171799331168,0.04342239590288532
2,0,-1.5561769967863648,0.10274698601030806
2,0,-1.525663793347334,0.12175867102413478
2,0,-1.52209395888496,0.20015807581982328
2,0,-1.5183737353592601,0.17850578662620453
2,0,-1.6038228736981555,0.23926647283583105
2,0,-1.4997973919495908,0.24209986161007757
2,0,-1.566309946459923,0.32979298862921325
2,0,-1.5106405726773575,0.2932753558470273
2,0,-1.5343272276724178,0.47662695316328246
2,0,-1.4627915108660468,0.46989439824062895
2,0,-1.4877534332320328,0.4714712303574771
2,0,-1.2044540262805323,0.7645751004356842
2,0,-1.3340567757273942,0.7314602741390084
2,0,-1.4067254042286008,0.706573851022284
