ShapeID,PathID,X,Y,Cluster
0.0,0.0,109.1429977416992,125.58000183105467,0
0.0,0.0,110.15747833251952,125.4957809448242,0
0.0,0.0,111.17194366455078,125.4039840698242,0
0.0,0.0,112.18638610839844,125.30522155761717,0
0.0,0.0,113.20079040527344,125.20011138916016,0
0.0,0.0,114.21517181396484,125.08926391601562,0
0.0,0.0,115.22950744628906,124.97328948974608,0
0.0,0.0,116.24379730224608,124.85279083251952,0
0.0,0.0,117.25804138183592,124.72838592529295,0
0.0,0.0,118.27222442626952,124.6006851196289,0
0.0,0.0,119.2863540649414,124.47029876708984,0
0.0,0.0,120.3004150390625,124.33782958984376,0
0.0,0.0,121.3144073486328,124.20390319824217,0
0.0,0.0,122.32831573486328,124.06912231445312,0
0.0,0.0,123.34214782714844,123.9341049194336,0
0.0,0.0,124.35589599609376,123.79945373535156,0
0.0,0.0,125.36954498291016,123.66577911376952,0
0.0,0.0,126.38310241699217,123.53369140625,0
0.0,0.0,127.39655303955078,123.40380859375,0
0.0,0.0,128.4098968505859,123.27674102783205,0
0.0,0.0,129.42312622070312,123.15309143066406,0
0.0,0.0,130.4362335205078,123.03347778320312,0
0.0,0.0,131.44923400878906,122.91851043701172,0
0.0,0.0,132.4620819091797,122.80879974365234,0
0.0,0.0,133.4748077392578,122.70494842529295,0
0.0,0.0,134.48739624023435,122.60758209228516,0
0.0,0.0,135.4998321533203,122.51730346679688,0
0.0,0.0,136.5121307373047,122.43471527099608,0
0.0,0.0,137.52426147460935,122.3604507446289,0
0.0,0.0,138.53623962402344,122.2950973510742,0
0.0,0.0,139.54803466796875,122.2392807006836,0
0.0,0.0,140.55967712402344,122.193603515625,0
0.0,0.0,141.57113647460935,122.15868377685545,0
0.0,0.0,142.58241271972656,122.13512420654295,0
0.0,0.0,143.5934906005859,122.12354278564452,0
0.0,0.0,144.60440063476562,122.12454986572264,0
0.0,0.0,145.61509704589844,122.13874816894533,0
0.0,0.0,146.62559509277344,122.16675567626952,0
0.0,0.0,147.63587951660156,122.20919036865234,0
0.0,0.0,148.6459503173828,122.26664733886717,0
0.0,0.0,149.6558074951172,122.33974456787108,0
0.0,0.0,150.66543579101562,122.42910003662108,0
0.0,0.0,151.67483520507812,122.53530883789062,0
0.0,0.0,152.6840057373047,122.65899658203124,0
0.0,0.0,153.7008514404297,122.80228424072264,0
0.0,0.0,154.7144012451172,122.96405792236328,0
0.0,0.0,155.7244415283203,123.1441421508789,0
0.0,0.0,156.73077392578125,123.34232330322264,0
0.0,0.0,157.73316955566406,123.55842590332033,0
0.0,0.0,158.7313995361328,123.79224395751952,0
0.0,0.0,159.72528076171875,124.04360198974608,0
0.0,0.0,160.7145843505859,124.31228637695312,0
0.0,0.0,161.69911193847656,124.5981216430664,0
0.0,0.0,162.67861938476562,124.9009017944336,0
0.0,0.0,163.6529083251953,125.22045135498045,0
0.0,0.0,164.62176513671875,125.55655670166016,0
0.0,0.0,165.58499145507812,125.90904235839844,0
0.0,0.0,166.54234313964844,126.2777099609375,0
0.0,0.0,167.49362182617188,126.66236114501952,0
0.0,0.0,168.43862915039062,127.06280517578124,0
0.0,0.0,169.3771209716797,127.4788589477539,0
0.0,0.0,170.30889892578125,127.91032409667967,0
0.0,0.0,171.23374938964844,128.35699462890625,0
0.0,0.0,172.15145874023435,128.81871032714844,0
0.0,0.0,173.0618133544922,129.2952423095703,0
0.0,0.0,173.964599609375,129.7864227294922,0
0.0,0.0,174.85958862304688,130.2920379638672,0
0.0,0.0,175.74659729003906,130.81192016601562,0
0.0,0.0,176.62538146972656,131.34585571289062,0
0.0,0.0,177.49574279785156,131.89366149902344,0
0.0,0.0,178.3574676513672,132.45513916015625,0
0.0,0.0,179.2103271484375,133.03012084960935,0
0.0,0.0,180.0541229248047,133.61837768554688,0
0.0,0.0,180.88864135742188,134.2197265625,0
0.0,0.0,181.71366882324216,134.833984375,0
