X,Y
-0.512137653,0.259659973
-0.496411631,0.256316514
-0.484037105,0.234608296
-0.473138473,0.262082135
-0.476101819,0.246978425
-0.450432021,0.242601801
-0.436386246,0.245706601
-0.422034988,0.236944454
-0.426064983,0.245524574
-0.412139278,0.2529377
-0.406171683,0.249897408
-0.384184933,0.256919727
-0.376030633,0.254864508
-0.372454544,0.232569015
-0.356301704,0.253152425
-0.357127991,0.258491968
-0.335447683,0.251841309
-0.330178435,0.248453637
-0.319940132,0.255424133
-0.291386147,0.236315303
-0.310521814,0.25264772
-0.293955975,0.249161656
-0.300412445,0.228462381
-0.286271322,0.246554654
-0.255167717,0.24983441
-0.25281431,0.25543224
-0.22512767,0.232101812
-0.241264503,0.248532915
-0.209729414,0.254865541
-0.20491942,0.234434223
-0.200631611,0.22988937
-0.191099697,0.231496994
-0.185473317,0.24884776
-0.181166412,0.267575707
-0.146207576,0.249637443
-0.158945054,0.26688437
-0.122128489,0.247751716
-0.11056659,0.255673923
-0.112899797,0.24855254
-0.107756659,0.245693967
-0.111331699,0.240273241
-0.100992025,0.252744038
-0.06993094,0.248322285
-0.073822006,0.251834357
-0.051267826,0.265798253
-0.047349147,0.238046061
-0.027120796,0.251380984
-0.038498023,0.241536231
-0.017181996,0.268024527
-0.001203284,0.270957003
0.014022784,0.250796684
-0.007592461,0.254265721
0.029511588,0.256437311
0.037914524,0.248173078
0.05879797,0.246434362
0.037572236,0.233045358
0.064618121,0.243896365
0.07189508,0.266776807
0.09598845,0.275025547
0.103341606,0.254254066
0.09188438,0.240986269
0.130558198,0.234455743
0.139749712,0.255467978
0.128375411,0.253518381
0.151178883,0.239325789
0.165552588,0.259785121
0.172931951,0.253120393
0.172090968,0.263350142
0.188726971,0.241192151
0.219564612,0.235505502
0.2049483,0.241973113
0.215061325,0.247007752
0.235138429,0.271494559
0.228150707,0.237963715
0.236974198,0.247909845
0.269361643,0.270801376
0.251277641,0.243782105
0.281496472,0.234616319
0.284801151,0.261496122
0.293160124,0.238214636
0.328678341,0.252488831
0.311704765,0.244788666
0.339077464,0.250290892
0.337054375,0.264038298
0.337331151,0.259022222
0.344294362,0.230776864
0.373869141,0.257968429
0.374429769,0.247486205
0.399423268,0.248673344
0.400123317,0.255804109
0.403619892,0.234222754
0.428674731,0.255131991
0.434285003,0.264364102
0.436600522,0.236449295
0.455797461,0.249569041
0.454240661,0.259170716
0.476493113,0.256619114
0.491922517,0.271734497
0.490488061,0.250510941
0.503532419,0.255862183
0.492145225,0.248677479
0.488850383,0.248147781
0.496594725,0.229125776
0.500289526,0.246458806
0.505848464,0.216507999
0.492317704,0.220416331
0.517297998,0.225585392
0.494371094,0.216931434
0.494086456,0.202673996
0.503872204,0.170849864
0.50959608,0.19493655
0.497859327,0.188066735
0.502550954,0.178320862
0.503936335,0.187871671
0.503874083,0.164415173
0.501017922,0.175094882
0.503077371,0.143935471
0.494298976,0.159441249
0.481775504,0.155685469
0.477788712,0.133503891
0.49039001,0.148460981
0.509562068,0.150745955
0.506732734,0.159683219
0.524128655,0.129073001
0.472310505,0.130566119
0.492369944,0.120618968
0.50616986,0.121114065
0.503755957,0.118370359
0.487646496,0.114483962
0.488590397,0.111642007
0.484588774,0.098220043
0.499612632,0.073527382
0.509537802,0.084870435
0.507748189,0.090728334
0.489554439,0.069347021
0.5148683,0.071812577
0.495781794,0.05803392
0.497498584,0.068594583
0.510377987,0.05262506
0.497350948,0.05974652
0.512891617,0.050121312
0.503871369,0.067003114
0.501886447,0.037756155
0.506124651,0.032905127
0.506508673,0.02887814
0.504623587,0.025879566
0.49496064,0.020703552
0.504777819,0.00427131
0.476635359,0.008496993
0.478913877,-0.024310382
0.512419102,0.009346013
0.505962678,-0.007057767
0.506833782,-0.020257042
0.507610803,-0.021593945
0.509481567,-0.004103191
0.503941251,-0.007017587
0.49742703,-0.052129809
0.490053515,-0.027130301
0.524969508,-0.041324336
0.506849645,-0.045242657
0.511848793,-0.047923858
0.491326447,-0.053263481
0.484406447,-0.064450743
0.50884025,-0.071925019
0.505939006,-0.074666901
0.486610362,-0.087171782
0.496592727,-0.066219777
0.508732291,-0.092770286
0.486440397,-0.101790305
0.494391835,-0.091599527
0.498046614,-0.124852633
0.492719546,-0.097435034
0.486108441,-0.116119544
0.505080269,-0.12445891
0.504289573,-0.128850855
0.489883152,-0.118338189
0.498129652,-0.12754822
0.513495579,-0.145437402
0.500843214,-0.139241944
0.502994073,-0.155570217
0.508008979,-0.162812093
0.49147545,-0.17689919
0.500445121,-0.182479956
0.494356743,-0.180607561
0.50357332,-0.183428898
0.501343933,-0.181282365
0.495700576,-0.187753928
0.508779108,-0.182116078
0.500774172,-0.215426723
0.518392973,-0.196350824
0.518122077,-0.204548724
0.487984596,-0.216967386
0.50127875,-0.211408501
0.483607213,-0.220302771
0.51262098,-0.233389324
0.497488826,-0.228145646
0.488005102,-0.22691425
0.504759289,-0.23413618
0.493603713,-0.245415143
0.494420885,-0.24410632
0.481023298,-0.245268443
0.497557747,-0.24146294
0.495844481,-0.242150797
0.45401148,-0.250206055
0.464007906,-0.24691096
0.4610104,-0.256817264
0.438071411,-0.260605042
0.426622868,-0.242714885
0.431693274,-0.248791005
0.407499101,-0.240936405
0.406836123,-0.261540441
0.384915997,-0.22383085
0.390497431,-0.244037163
0.369025831,-0.265319167
0.356440414,-0.254564981
0.339426126,-0.250729572
0.338815549,-0.244624138
0.312011522,-0.266191068
0.316688296,-0.241289873
0.285976555,-0.236136372
0.310605962,-0.240410229
0.287352638,-0.266303244
0.268223138,-0.252394922
0.271007464,-0.222444201
0.246512771,-0.235765829
0.241670902,-0.240293106
0.237346454,-0.245148279
0.220753458,-0.258388845
0.250233867,-0.259306623
0.209762727,-0.250794208
0.212802382,-0.227212861
0.187195937,-0.231661919
0.178305703,-0.246764734
0.154363061,-0.253908762
0.150157574,-0.254204473
0.130786911,-0.275465134
0.151241847,-0.248017927
0.140891582,-0.250901053
0.103837931,-0.23789096
0.102183597,-0.259082601
0.089955714,-0.251405339
0.0805454,-0.229462601
0.077023472,-0.262464553
0.078152339,-0.253440072
0.056166731,-0.246572425
0.043690269,-0.250398543
0.035711538,-0.244203221
0.015269379,-0.241445941
0.007195562,-0.244114028
0.002761496,-0.254138303
-0.001844037,-0.258240331
-0.00840249,-0.241049073
-0.035419924,-0.250317784
-0.047825484,-0.241973936
-0.050233165,-0.25681482
-0.043476589,-0.258975452
-0.075514352,-0.261266451
-0.066376148,-0.266251578
-0.069995476,-0.25825019
-0.082413644,-0.236619982
-0.11176732,-0.263458446
-0.112573728,-0.265183391
-0.131358034,-0.254910747
-0.132864645,-0.263571795
-0.157593144,-0.248294022
-0.157247866,-0.251316909
-0.156280373,-0.251932702
-0.176893871,-0.253689748
-0.196935212,-0.223676278
-0.206041755,-0.252459139
-0.214578094,-0.26683913
-0.2192404,-0.259283908
-0.234322852,-0.24350684
-0.253793851,-0.249820776
-0.238969556,-0.258952533
-0.265772461,-0.234326324
-0.266999849,-0.250449395
-0.285525286,-0.261701506
-0.284996665,-0.250588175
-0.299926052,-0.242258026
-0.301172276,-0.232393239
-0.319951872,-0.240749775
-0.33727931,-0.258229964
-0.343208709,-0.229834226
-0.331463091,-0.262908734
-0.339840291,-0.257572202
-0.376462998,-0.232240237
-0.375149893,-0.257913444
-0.395965432,-0.238292929
-0.397839016,-0.266799475
-0.418439586,-0.241322004
-0.423365068,-0.253311372
-0.446647842,-0.238186558
-0.439471167,-0.24459913
-0.443158943,-0.249124022
-0.48896828,-0.233676429
-0.456110715,-0.248615455
-0.471717967,-0.244110951
-0.509136988,-0.249550648
-0.499556799,-0.245722002
-0.483793484,-0.248278728
-0.497464755,-0.250422793
-0.494106346,-0.244180827
-0.494949083,-0.242170377
-0.49615051,-0.21396023
-0.491807646,-0.210593259
-0.491453949,-0.22530272
-0.487319611,-0.194743245
